Taxon,Cluster
ERX391922,2
ERX087049,2
ERX956712,2
SRX313392,2
SRX464287,2
SRX359226,2
ERX2011710,2
ERX956611,2
SRX476981,2
SRX689726,2
SRX368173,2
SRX392299,2
ERX680807,2
ERX376401,2
SRX449926,2
SRX145219,2
ERX092344,2
SRX473187,2
SRX468135,2
SRX560747,2
ERX1086818,2
ERX1820874,2
ERX532131,2
SRX466057,2
ERX1667350,2
SRX113236,2
ERX1853050,2
ERX1785606,2
SRX659222,2
ERX513552,2
SRX375554,2
ERX1785593,2
ERX652769,2
ERX1972247,2
ERX2011793,2
ERX506217,2
SRX659265,2
SRX659246,2
SRX076613,2
ERX1853002,2
ERX694945,2
ERX979685,2
SRX469525,2
SRX1886715,2
SRX2219228,2
ERX305115,2
SRX375550,2
ERX2003489,2
SRX2122499,2
SRX1051491,2
SRX462894,2
SRX465677,2
SRX392531,2
SRX367924,2
ERX505107,2
SRX1605500,2
SRX313281,2
ERX658764,2
ERX384994,2
ERX2003506,2
ERX2011713,2
ERX532022,2
SRX175982,2
SRX363528,2
ERX956510,2
SRX364452,2
SRX391525,2
SRX463575,2
ERX652688,2
ERX1229324,2
ERX305141,2
ERX956557,2
ERX2187204,2
SRX359253,2
SRX368770,2
ERX505203,2
SRX368783,2
SRX390940,2
SRX373446,2
SRX160369,2
SRX148218,2
SRX463651,2
SRX463639,2
SRX476982,2
ERX659660,2
SRX391722,2
SRX146573,2
ERX1853012,2
ERX349190,2
ERX385472,2
SRX468111,2
ERX086990,2
ERX164889,2
SRX1887681,2
SRX359322,2
ERX513204,2
SRX364310,2
SRX2219190,2
ERX926755,2
ERX348245,2
SRX625638,2
ERX2004384,2
ERX1043633,2
SRX364401,2
ERX1785585,2
SRX451276,2
ERX1852712,2
SRX2219251,2
SRX462950,2
SRX155186,2
ERX1273552,2
ERX2073725,2
ERX1114512,2
ERX1120568,2
SRX183024,2
SRX368097,2
SRX368151,2
SRX465727,2
SRX469548,2
ERX391872,2
SRX368812,2
ERX505306,2
ERX1033692,2
ERX659317,2
SRX368137,2
SRX463553,2
SRX364563,2
ERX807507,2
ERX1852773,2
ERX1864947,2
ERX384817,2
ERX1662707,2
ERX178858,2
SRX364339,2
SRX468103,2
SRX463004,2
SRX469587,2
SRX1885158,2
ERX980204,2
SRX364537,2
SRX1272236,2
ERX552071,2
SRX373707,2
ERX681106,2
SRX1885108,2
ERX1114485,2
ERX1114591,2
ERX197840,2
SRX146577,2
SRX658964,2
ERX1086825,2
ERX2003794,2
SRX373509,2
ERX956555,2
SRX392249,2
ERX1286006,2
SRX373453,2
ERX1086775,2
SRX364209,2
SRX150186,2
ERX2187245,2
ERX505471,2
SRX392328,2
ERX2085804,2
SRX368902,2
ERX807561,2
ERX513849,2
ERX552147,2
SRX392260,2
SRX463356,2
ERX376481,2
ERX1043686,2
ERX686575,2
ERX061537,2
SRX392210,2
SRX465703,2
SRX422866,2
ERX330713,2
ERX686716,2
SRX364335,2
SRX392311,2
ERX1033680,2
ERX1666504,2
ERX652630,2
SRX2122516,2
ERX385033,2
SRX373467,2
SRX466051,2
ERX391854,2
SRX149987,2
SRX2219582,2
SRX463195,2
SRX392526,2
SRX625640,2
ERX085474,2
SRX313359,2
ERX490309,2
ERX652668,2
SRX391715,2
SRX473238,2
SRX375601,2
SRX364224,2
ERX1852811,2
SRX3070702,2
SRX364403,2
ERX956681,2
SRX463587,2
ERX132382,2
ERX807503,2
ERX2131585,2
ERX513661,2
ERX164891,2
SRX359291,2
ERX2003534,2
SRX422788,2
ERX926792,2
SRX3070713,2
SRX465638,2
ERX513191,2
SRX467822,2
SRX658939,2
SRX560737,2
SRX313287,2
SRX1887042,2
SRX373460,2
ERX926775,2
ERX384735,2
SRX3230776,2
ERX389154,2
SRX313330,2
ERX2085778,2
SRX368132,2
SRX2700318,2
SRX359147,2
ERX1972013,2
ERX1666620,2
ERX956710,2
SRX1886602,2
SRX146558,2
ERX384998,2
ERX659060,2
ERX389261,2
SRX3070677,2
SRX1887397,2
SRX148215,2
SRX1422872,2
ERX658894,2
ERX926406,2
SRX473218,2
ERX086948,2
ERX956553,2
ERX532095,2
SRX373500,2
SRX422804,2
ERX389298,2
SRX1885487,2
SRX368874,2
ERX389181,2
ERX686846,2
SRX469621,2
ERX2011721,2
SRX364323,2
SRX658921,2
SRX175990,2
ERX1273568,2
ERX1972089,2
ERX956747,2
ERX1657235,2
ERX513351,2
SRX465688,2
ERX506088,2
SRX359212,2
ERX1028037,2
SRX422792,2
ERX391910,2
SRX364423,2
SRX1886583,2
SRX392402,2
SRX1886983,2
ERX1043681,2
ERX956695,2
ERX513699,2
SRX463722,2
SRX1885294,2
ERX1222312,2
SRX145198,2
SRX373456,2
SRX465691,2
ERX686843,2
SRX3070742,2
SRX368808,2
SRX473213,2
ERX552104,2
SRX463603,2
SRX1137233,2
ERX956815,2
ERX1662340,2
ERX1852878,2
SRX364580,2
ERX807580,2
SRX463097,2
SRX468286,2
SRX2219281,2
ERX1711234,2
SRX158268,2
SRX391730,2
SRX2557036,2
ERX1222190,2
ERX551183,2
ERX1852854,2
SRX359284,2
SRX369148,2
SRX451267,2
ERX505117,2
SRX471019,2
SRX1386627,2
ERX462313,2
SRX392163,2
ERX1972059,2
SRX278551,2
SRX172449,2
SRX364494,2
SRX158264,2
SRX468297,2
ERX2187221,2
SRX3070616,2
SRX470948,2
ERX209327,2
SRX466260,2
ERX652709,2
ERX1086711,2
ERX505195,2
SRX467783,2
SRX375551,2
SRX1884899,2
ERX658703,2
SRX463020,2
ERX513488,2
SRX1497265,2
ERX1150015,2
ERX551145,2
SRX463497,2
SRX364331,2
SRX466124,2
SRX469511,2
SRX473158,2
SRX2557124,2
ERX1820836,2
SRX189859,2
SRX1884733,2
SRX359271,2
SRX465679,2
SRX373503,2
ERX1852654,2
SRX1837672,2
SRX2219347,2
ERX1657306,2
ERX385109,2
ERX658759,2
ERX333114,2
ERX513791,2
ERX389324,2
SRX2557038,2
ERX1048136,2
ERX513500,2
SRX463723,2
SRX244522,2
ERX1711289,2
ERX061533,2
ERX980196,2
ERX1269456,2
ERX376454,2
SRX1605471,2
SRX375563,2
ERX505455,2
ERX646461,2
SRX363529,2
ERX1150194,2
ERX657968,2
SRX473178,2
SRX1884888,2
SRX1605496,2
SRX390962,2
SRX449884,2
ERX686709,2
ERX384972,2
ERX061561,2
SRX172448,2
SRX477005,2
ERX1666606,2
SRX373649,2
ERX979689,2
ERX1666473,2
ERX333110,2
ERX956754,2
SRX659052,2
SRX392111,2
SRX392351,2
SRX392519,2
ERX392002,2
ERX1852867,2
SRX392177,2
ERX513836,2
ERX389229,2
SRX466234,2
ERX1793926,2
ERX956548,2
ERX555697,2
SRX363514,2
ERX652730,2
ERX1666624,2
ERX470743,2
SRX364523,2
SRX368782,2
SRX473199,2
SRX3070723,2
ERX096639,3
SRX1885726,3
ERX680869,3
ERX134580,3
SRX1051332,3
ERX658983,3
ERX1626083,3
ERX1626278,3
ERX134571,3
ERX252310,3
ERX094711,3
ERX1149529,3
ERX552237,3
ERX680780,3
ERX134666,3
ERX134959,3
ERX681147,3
ERX681177,3
ERX1998061,3
ERX681163,3
ERX1626293,3
ERX187435,3
ERX405729,3
ERX658981,3
ERX349653,3
ERX646360,3
ERX1370938,3
ERX1120420,3
SRX2557061,3
ERX385252,3
ERX207110,3
ERX015259,3
ERX556619,3
ERX134706,3
ERX152081,3
ERX238658,3
SRX1885388,3
ERX134956,3
ERX094777,3
ERX1101017,3
ERX2012034,3
ERX1101018,3
ERX085282,3
ERX241188,3
ERX1952344,3
ERX2004046,3
ERX646302,3
ERX681258,3
ERX658782,3
ERX646177,3
ERX1793806,3
ERX187471,3
ERX680730,3
ERX552117,3
ERX681193,3
ERX658666,3
ERX134585,3
ERX062427,3
ERX1120565,3
ERX659607,3
ERX556603,3
ERX646198,3
ERX134734,3
ERX646253,3
ERX1971910,3
SRX1884878,3
ERX1120535,3
ERX384674,3
ERX360744,3
ERX646951,3
ERX556739,3
ERX1284831,3
ERX659169,3
ERX384675,3
ERX134741,3
ERX1626294,3
ERX1120496,3
ERX349401,3
ERX1972082,3
ERX1370926,3
ERX134737,3
ERX241157,3
ERX1626265,3
ERX2131545,3
ERX659210,3
ERX187570,3
ERX681148,3
ERX134608,3
SRX1886982,3
ERX506105,3
ERX1120302,3
ERX658998,3
ERX349437,3
ERX659097,3
ERX646420,3
ERX659341,3
ERX385271,3
ERX187457,3
ERX088524,3
SRX1885154,3
ERX680877,3
ERX680949,3
ERX551557,3
ERX107831,3
ERX1952355,3
ERX681137,3
ERX556860,3
ERX134572,3
ERX681313,3
ERX349490,3
ERX132394,3
ERX681320,3
ERX134937,3
ERX1120638,3
ERX505968,3
ERX186647,3
ERX1120444,3
ERX1667379,3
ERX094624,3
ERX506142,3
ERX680999,3
ERX1952332,3
SRX2557095,3
ERX2011960,3
ERX1666284,3
ERX085379,3
ERX506107,3
ERX505911,3
ERX276046,3
ERX657940,3
ERX085400,3
ERX681304,3
ERX105475,3
ERX085289,3
ERX658920,3
ERX686607,3
ERX770625,3
ERX349468,3
ERX094760,3
ERX681207,3
ERX680731,3
ERX134709,3
ERX107826,3
SRX1051558,3
ERX681103,3
ERX1120601,3
ERX506118,3
ERX2004060,3
ERX187443,3
ERX085238,3
ERX1852816,3
ERX187673,3
ERX2008584,3
ERX1628275,3
ERX197819,3
ERX094879,3
ERX492470,3
ERX187519,3
ERX186565,3
ERX080836,3
ERX2004080,3
ERX1611983,3
ERX276066,3
ERX094807,3
SRX1886766,3
ERX556778,3
ERX506084,3
ERX187532,3
ERX2131640,3
ERX1103696,3
ERX349578,3
ERX252291,3
ERX349624,3
ERX681158,3
ERX021697,3
ERX556751,3
ERX658939,3
ERX385089,3
ERX659190,3
ERX470666,3
ERX2131550,3
ERX492469,3
ERX680937,3
ERX680755,3
ERX105407,3
ERX658696,3
ERX2008578,3
ERX686613,3
ERX658773,3
ERX1120242,3
ERX1103657,3
ERX1120498,3
ERX556599,3
ERX770671,3
ERX659242,3
ERX385044,3
ERX085488,3
ERX646197,3
ERX551100,3
ERX680723,3
ERX2008687,3
ERX349626,3
ERX659315,3
ERX1611826,3
ERX153317,3
ERX1666523,3
ERX1120604,3
ERX1126766,3
ERX349407,3
ERX153335,3
ERX134955,3
ERX658854,3
ERX384964,3
ERX1657189,3
ERX680647,3
ERX132426,3
ERX506063,3
ERX1120293,3
ERX187623,3
ERX646335,3
ERX062437,3
ERX492445,3
ERX062316,3
ERX506137,3
ERX1626235,3
ERX178846,3
ERX187688,3
ERX2004447,3
ERX384804,3
ERX1952310,3
ERX505988,3
ERX349621,3
ERX552021,3
ERX556624,3
ERX2004056,3
SRX1886805,3
ERX1952341,3
ERX1952402,3
ERX2131551,3
ERX094749,3
ERX096655,3
ERX135015,3
SRX1886580,3
ERX694968,3
ERX680920,3
ERX552210,3
ERX681294,3
ERX658899,3
ERX1120653,3
ERX1120484,3
ERX659302,3
ERX658692,3
ERX680896,3
ERX681334,3
ERX2131445,3
ERX094832,3
ERX405739,3
ERX770628,3
ERX094810,3
ERX349635,3
ERX238606,3
ERX681076,3
ERX437079,3
ERX470670,3
ERX646933,3
ERX088479,3
ERX191985,3
ERX646482,3
ERX015257,3
ERX094642,3
ERX505931,3
SRX1051329,3
ERX2004063,3
SRX172510,3
ERX552052,3
ERX680772,3
ERX1269731,3
ERX1120465,3
ERX1120426,3
ERX062342,3
ERX1626310,3
ERX681283,3
ERX686870,3
ERX1626251,3
ERX1612019,3
ERX1952301,3
ERX385511,3
ERX680850,3
ERX187453,3
ERX680881,3
ERX094766,3
ERX680753,3
ERX1611798,3
ERX153290,3
ERX186650,3
ERX110396,3
ERX062370,3
ERX094812,3
ERX384881,3
ERX1120250,3
ERX096663,3
ERX2131502,3
ERX492453,3
ERX659356,3
ERX241129,3
ERX1120396,3
ERX094868,3
ERX646935,3
ERX2008608,3
SRX1885053,3
ERX062432,3
ERX062474,3
ERX1120543,3
ERX2003547,3
ERX646898,3
ERX2008605,3
ERX241116,3
ERX134960,3
ERX085324,3
ERX456007,3
ERX405683,3
ERX1666585,3
ERX470675,3
ERX506092,3
ERX110398,3
ERX659194,3
SRX1886598,3
ERX660868,3
ERX1611795,3
SRX1885706,3
ERX1952330,3
ERX385498,3
ERX349402,3
ERX134603,3
ERX646396,3
ERX1103606,3
ERX680760,3
ERX659321,3
ERX770607,3
SRX1886881,3
ERX349463,3
ERX1612005,3
ERX2131410,3
SRX1051574,3
ERX659170,3
ERX658735,3
SRX1051458,3
ERX646934,3
ERX1268887,3
ERX094721,3
ERX330627,3
ERX384835,3
ERX1103662,3
ERX1952336,3
ERX187441,3
ERX094631,3
ERX1626051,3
ERX1126814,3
ERX2011954,3
ERX1120366,3
ERX659195,3
ERX062308,3
ERX659117,3
ERX1126791,3
ERX658737,3
ERX1852926,3
ERX646306,3
ERX470671,3
ERX1269200,3
ERX681033,3
ERX405732,3
ERX1103730,3
ERX770648,3
ERX2131677,3
ERX088541,3
ERX021685,3
ERX2008645,3
ERX681309,3
ERX646389,3
ERX646944,3
ERX267950,3
ERX1269472,3
ERX349464,3
ERX094748,3
ERX681055,3
SRX1884983,3
ERX050017,3
ERX021698,3
ERX1120447,3
ERX187535,3
ERX505929,3
ERX120750,3
ERX349457,3
ERX178897,3
ERX770619,3
ERX349598,3
ERX646316,3
ERX646405,3
ERX552160,3
ERX681267,3
ERX1103706,3
ERX2008619,3
ERX658974,3
ERX2008625,3
ERX1120566,3
ERX186604,3
ERX1611858,3
ERX470665,3
ERX085260,3
ERX120766,3
ERX1785722,3
ERX207101,3
ERX086949,3
ERX094813,3
ERX134602,3
ERX659053,3
ERX1269176,3
ERX2008681,3
ERX1952360,3
ERX134642,3
ERX349632,3
ERX680679,3
ERX2008659,3
ERX1793802,3
ERX1103685,3
ERX1370865,3
ERX680967,3
ERX1180279,3
ERX349657,3
ERX134972,3
ERX1611850,3
ERX1120335,3
ERX349718,3
ERX681293,3
SRX254292,3
ERX105442,3
ERX186632,3
ERX316723,3
ERX505987,3
ERX646447,3
ERX094852,3
ERX1120632,3
ERX680840,3
ERX1785665,3
ERX659012,3
ERX1952314,3
ERX646189,3
ERX094727,3
SRX1885730,3
ERX385245,3
ERX694920,3
ERX186600,3
SRX172509,3
ERX551202,3
ERX096753,3
ERX385142,3
ERX2131422,3
ERX552069,3
ERX015296,3
ERX1370958,3
ERX2008695,3
ERX384637,3
ERX680698,3
ERX085361,3
ERX2131521,3
ERX047900,3
ERX349505,3
ERX207148,3
ERX094746,3
ERX680790,3
ERX552033,3
ERX094785,3
ERX2131626,3
ERX658797,3
SRX1886591,3
ERX085393,3
ERX556686,3
ERX197828,3
SRX1886793,3
ERX492448,3
ERX385144,3
ERX1666619,3
ERX658817,3
ERX680824,3
ERX1149553,3
ERX349508,3
ERX384959,3
ERX451484,3
ERX658685,3
ERX680927,3
SRX1887668,3
ERX087001,3
ERX134695,3
ERX384649,3
ERX094622,3
ERX360749,3
ERX680769,3
ERX187430,3
SRX1051496,3
ERX385159,3
ERX505910,3
ERX2008611,3
ERX405684,3
ERX153314,3
ERX015370,3
ERX1103609,3
ERX349773,3
ERX1612018,3
ERX1120621,3
SRX1051466,3
ERX1628336,3
ERX492457,3
ERX657953,3
ERX134947,3
ERX1103614,3
ERX197780,3
ERX1120642,3
ERX658867,3
ERX2003735,3
ERX506186,3
ERX360703,3
ERX1853118,3
ERX085246,3
SRX1887521,3
ERX658964,3
ERX1120623,3
ERX2003783,3
ERX2008621,3
ERX062469,3
ERX1120451,3
ERX681003,3
ERX110414,3
ERX551819,3
ERX681160,3
SRX160869,3
ERX100707,3
ERX276007,3
ERX207124,3
ERX694887,3
ERX1666659,3
ERX694879,3
ERX680646,3
ERX1998146,3
ERX178909,3
ERX134964,3
ERX686631,3
ERX094619,3
ERX1830602,3
ERX1852669,3
ERX552087,3
ERX015358,3
SRX1885664,3
ERX1793812,3
ERX349589,3
ERX556615,3
ERX132440,3
ERX1269755,3
ERX505921,3
SRX1051418,3
ERX062306,3
ERX062407,3
ERX514124,3
ERX657926,3
ERX552045,3
ERX659138,3
ERX1793866,3
ERX770613,3
ERX681161,3
ERX096645,3
ERX094771,3
ERX100700,3
ERX080830,3
ERX1269764,3
SRX1422862,3
ERX681282,3
ERX062301,3
ERX680750,3
ERX132408,3
ERX086964,3
ERX088534,3
ERX680704,3
ERX197823,3
ERX187563,3
SRX1886610,3
ERX187568,3
ERX1626292,3
ERX252336,3
ERX770668,3
ERX120697,3
ERX506037,3
ERX506244,3
ERX1793909,3
ERX2011540,3
ERX652573,3
ERX015365,3
ERX1785690,3
ERX360700,3
ERX680702,3
ERX252338,3
ERX134942,3
ERX437077,3
ERX646276,3
ERX187454,3
ERX1103633,3
ERX2004061,3
ERX134590,3
SRX1886910,3
ERX551180,3
ERX1103642,3
ERX1626171,3
ERX646407,3
ERX657929,3
ERX1666520,3
ERX187412,3
ERX1126831,3
ERX681285,3
ERX646326,3
ERX2131498,3
ERX681087,3
ERX1666533,3
ERX360707,3
ERX187460,3
ERX085286,3
ERX1120652,3
ERX134689,3
ERX1793772,3
ERX1972020,3
ERX556606,3
ERX514139,3
ERX658963,3
ERX1120541,3
ERX942864,3
ERX492495,3
ERX646905,3
ERX556607,3
ERX360701,3
ERX405750,3
ERX1793788,3
ERX506187,3
ERX241158,3
ERX556724,3
ERX384693,3
SRX252232,3
ERX556766,3
ERX252337,3
ERX120764,3
ERX186643,3
ERX104858,3
ERX376399,3
ERX094666,3
ERX153327,3
ERX686563,3
ERX1785661,3
ERX658682,3
ERX349667,3
ERX094841,3
ERX105412,3
ERX349522,3
ERX2131391,3
ERX241172,3
ERX105472,3
ERX1666365,3
ERX1626218,3
SRX1887113,3
ERX1793819,3
ERX646413,3
ERX2008603,3
ERX349692,3
ERX094776,3
ERX659366,3
ERX646274,3
ERX657974,3
ERX376400,3
ERX506216,3
SRX254282,3
ERX1626228,3
ERX646936,3
ERX680675,3
ERX134740,3
ERX1103661,3
ERX276060,3
ERX187553,3
ERX680668,3
ERX681014,3
ERX2131515,3
ERX523253,3
ERX385206,3
SRX254272,3
ERX681077,3
ERX062472,3
ERX349551,3
ERX062269,3
ERX506208,3
ERX646170,3
ERX349405,3
SRX1885691,3
ERX1126785,3
ERX659294,3
ERX1626137,3
ERX556710,3
ERX384781,3
ERX1103561,3
ERX1626237,3
ERX506278,3
ERX680994,3
ERX2131540,3
ERX658913,3
ERX506214,3
ERX686888,3
SRX1051374,3
ERX492433,3
ERX1657230,3
ERX659222,3
ERX062337,3
ERX1711296,3
SRX1885241,3
ERX770630,3
ERX105455,3
ERX1269750,3
ERX680940,3
ERX949999,3
ERX770664,3
ERX506218,3
ERX646368,3
ERX1852739,3
ERX658906,3
ERX205033,3
ERX1666257,3
ERX088485,3
ERX658687,3
ERX134713,3
ERX022180,3
ERX681270,3
ERX1626213,3
ERX135000,3
ERX1120581,3
ERX1830498,3
ERX100709,3
ERX646191,3
ERX2004051,3
ERX1793836,3
ERX2003785,3
ERX681216,3
ERX551193,3
ERX1120435,3
ERX047886,3
ERX349418,3
ERX094710,3
ERX100650,3
ERX1626008,3
ERX405702,3
ERX1667247,3
ERX1100993,3
ERX063172,3
ERX646484,3
ERX015297,3
ERX186561,3
ERX241114,3
ERX252240,3
ERX770627,3
ERX1793803,3
ERX1952436,3
ERX506020,3
ERX2131528,3
ERX660857,3
ERX241165,3
ERX660872,3
ERX1103623,3
ERX646228,3
ERX658802,3
ERX552206,3
ERX1793872,3
ERX207113,3
ERX646232,3
ERX1793893,3
ERX088512,3
ERX686903,3
ERX686567,3
ERX241149,3
ERX385341,3
ERX1626192,3
ERX681225,3
ERX1149549,3
ERX470658,3
SRX1885683,3
ERX063187,3
ERX187503,3
ERX659092,3
ERX646903,3
ERX187452,3
ERX187611,3
ERX1269465,3
ERX646424,3
ERX2131477,3
ERX2131493,3
ERX646222,3
ERX646293,3
ERX660875,3
ERX238603,3
ERX658847,3
ERX658790,3
ERX062289,3
ERX1972189,3
ERX1785664,3
ERX1972081,3
ERX252423,3
ERX552049,3
SRX1887094,3
ERX1120304,3
ERX238594,3
ERX187542,3
ERX134936,3
ERX021683,3
ERX646416,3
ERX349620,3
ERX120755,3
ERX085397,3
ERX551583,3
ERX349771,3
ERX1120600,3
ERX659048,3
ERX1222219,3
ERX010729,3
ERX1120427,3
ERX694936,3
ERX094715,3
ERX384934,3
ERX1120517,3
ERX506070,3
ERX1952398,3
ERX506094,3
ERX680929,3
SRX159199,3
ERX1626240,3
ERX659168,3
ERX384686,3
ERX505959,3
SRX1886924,3
ERX094740,3
ERX096671,3
ERX252425,3
ERX552181,3
ERX658929,3
ERX1666362,3
ERX349564,3
ERX1120636,3
ERX2131500,3
ERX681307,3
ERX660867,3
ERX094795,3
ERX094808,3
ERX2131567,3
ERX1269156,3
ERX694962,3
ERX187620,3
ERX186640,3
ERX506041,3
ERX2131513,3
ERX681322,3
ERX1149557,3
ERX2003704,3
ERX481642,3
ERX349559,3
ERX080832,3
ERX100703,3
ERX105463,3
ERX2004047,3
ERX1998406,3
ERX241156,3
ERX349553,3
ERX1952345,3
SRX1887568,3
ERX492465,3
ERX094709,3
ERX1101006,3
ERX349710,3
ERX681252,3
ERX085346,3
ERX1120227,3
ERX385189,3
ERX1852972,3
ERX552225,3
ERX094858,3
ERX252225,3
ERX178834,3
ERX1971976,3
ERX2008677,3
ERX659063,3
ERX680918,3
ERX187486,3
ERX2073633,3
ERX680751,3
ERX1126811,3
ERX659311,3
ERX646338,3
ERX384824,3
ERX252353,3
ERX681075,3
ERX187513,3
ERX506004,3
ERX1289113,3
ERX681058,3
ERX349554,3
ERX1952409,3
ERX2011648,3
ERX657952,3
ERX1952431,3
ERX681043,3
ERX1666379,3
ERX2004698,3
ERX657960,3
ERX1972183,3
ERX681089,3
ERX010242,3
ERX178827,3
ERX2004084,3
ERX153311,3
ERX2131557,3
ERX1998103,3
ERX360706,3
ERX1971945,3
ERX349499,3
ERX1103737,3
ERX506257,3
ERX1666371,3
ERX506001,3
ERX132445,3
ERX492423,3
ERX1793776,3
ERX316721,3
ERX1666567,3
ERX134699,3
ERX646922,3
ERX492504,3
ERX094800,3
ERX1626308,3
ERX1626211,3
ERX178868,3
ERX680711,3
ERX680831,3
ERX1611802,3
ERX197778,3
SRX254286,3
ERX1657183,3
ERX094686,3
ERX186585,3
ERX513763,3
ERX659346,3
SRX1886660,3
ERX120734,3
ERX1126786,3
ERX238593,3
ERX134718,3
ERX178895,3
ERX1793831,3
ERX238662,3
ERX2012121,3
ERX120739,3
ERX384718,3
ERX659098,3
ERX1126771,3
ERX094826,3
ERX132454,3
ERX680761,3
ERX241146,3
ERX134749,3
ERX1793864,3
ERX1793879,3
ERX1120212,3
ERX405672,3
ERX657943,3
ERX187509,3
ERX062318,3
ERX552098,3
ERX1626333,3
ERX658656,3
ERX1611878,3
ERX659000,3
ERX556612,3
ERX681204,3
SRX1886758,3
ERX349426,3
ERX062300,3
ERX658890,3
ERX1952376,3
ERX659189,3
ERX506128,3
ERX376495,3
ERX646455,3
ERX105431,3
ERX681126,3
ERX088511,3
ERX2085709,3
ERX021705,3
ERX134620,3
ERX1103516,3
ERX063177,3
ERX658739,3
ERX349708,3
ERX110418,3
ERX659259,3
ERX094636,3
ERX349462,3
ERX349555,3
ERX349654,3
ERX1626243,3
SRX313360,3
ERX1952315,3
ERX1793768,3
SRX1887547,3
ERX349631,3
ERX1120271,3
ERX646238,3
ERX238591,3
ERX658806,3
ERX659081,3
ERX120757,3
ERX1793874,3
ERX1100991,3
ERX470672,3
ERX2131499,3
ERX556684,3
ERX094741,3
ERX1998101,3
ERX681101,3
ERX100711,3
ERX1952363,3
ERX646384,3
ERX680683,3
ERX1626263,3
ERX100633,3
ERX349735,3
ERX659064,3
ERX1180293,3
ERX1103545,3
ERX1149572,3
ERX178911,3
ERX1626099,3
ERX505945,3
ERX658675,3
ERX686715,3
ERX349412,3
ERX506073,3
ERX658991,3
ERX1103707,3
ERX681215,3
ERX384830,3
ERX153323,3
ERX681249,3
ERX094673,3
ERX085376,3
ERX657949,3
ERX1370963,3
ERX770626,3
ERX134944,3
ERX674900,3
ERX646183,3
ERX1269512,3
ERX205035,3
ERX405752,3
ERX384845,3
ERX021699,3
ERX686568,3
ERX717628,3
ERX349512,3
ERX681156,3
ERX349704,3
ERX187499,3
ERX506043,3
ERX132375,3
ERX134708,3
ERX135012,3
ERX134632,3
ERX1626097,3
ERX1120627,3
ERX646323,3
ERX2011959,3
ERX063167,3
ERX646430,3
ERX657972,3
ERX556690,3
ERX658715,3
ERX646460,3
ERX1269498,3
ERX252226,3
ERX659078,3
ERX659220,3
ERX658877,3
ERX556721,3
ERX085373,3
ERX681026,3
ERX100640,3
ERX506176,3
ERX506206,3
ERX646329,3
ERX658837,3
ERX120763,3
ERX658726,3
SRX1887594,3
ERX646456,3
ERX680865,3
ERX1103553,3
ERX506148,3
ERX134639,3
ERX658934,3
ERX022946,3
ERX2131642,3
ERX153316,3
ERX134943,3
ERX088564,3
ERX186621,3
ERX2131604,3
ERX659273,3
ERX646953,3
ERX2131488,3
ERX681211,3
ERX178907,3
ERX646343,3
ERX657963,3
ERX686642,3
ERX1952416,3
ERX2008660,3
ERX022163,3
ERX094708,3
ERX2004057,3
ERX2073773,3
ERX062479,3
ERX316702,3
ERX506193,3
ERX770665,3
ERX187548,3
ERX659175,3
ERX105401,3
ERX1626033,3
SRX2219476,3
ERX085262,3
ERX405726,3
ERX646419,3
ERX110401,3
SRX1884980,3
ERX1149521,3
ERX100629,3
ERX349769,3
SRX1885121,3
ERX047890,3
SRX254273,3
ERX1952342,3
ERX197806,3
ERX1120596,3
ERX132281,3
ERX1269730,3
ERX658693,3
ERX552034,3
ERX1785689,3
ERX088522,3
ERX2006418,3
ERX187646,3
ERX134711,3
ERX1952343,3
ERX022172,3
ERX646199,3
ERX552159,3
ERX120698,3
ERX770615,3
ERX680734,3
ERX1269225,3
ERX153352,3
ERX385386,3
ERX1268930,3
ERX062326,3
ERX062353,3
ERX514117,3
ERX096755,3
ERX385428,3
ERX187687,3
ERX659584,3
ERX349726,3
ERX658930,3
ERX770660,3
ERX1120630,3
ERX426552,3
ERX100630,3
SRX1887792,3
ERX659125,3
ERX207147,3
ERX252339,3
ERX2008639,3
ERX2008675,3
ERX1626224,3
ERX506273,3
ERX1269021,3
ERX681178,3
ERX085375,3
ERX186612,3
ERX514141,3
ERX658875,3
ERX134924,3
ERX556728,3
ERX1100990,3
ERX1626195,3
ERX658911,3
ERX088507,3
ERX252375,3
ERX021676,3
ERX178871,3
ERX659254,3
SRX1887514,3
ERX1952346,3
ERX680758,3
ERX1149532,3
ERX505980,3
ERX349762,3
ERX681305,3
ERX1611995,3
ERX659032,3
ERX134703,3
ERX506006,3
ERX405691,3
ERX1952423,3
SRX1885396,3
ERX1269464,3
ERX660856,3
SRX2219384,3
ERX094735,3
ERX1853093,3
ERX132419,3
ERX086981,3
ERX384865,3
ERX1793775,3
ERX506000,3
ERX021692,3
ERX1626021,3
ERX551563,3
ERX187645,3
ERX2004132,3
ERX556868,3
ERX187604,3
ERX680889,3
ERX1952425,3
ERX717632,3
ERX1120398,3
ERX207128,3
ERX455997,3
ERX505505,3
ERX186611,3
ERX1611849,3
ERX022955,3
ERX384765,3
ERX349702,3
ERX1611903,3
ERX552144,3
ERX556720,3
ERX1626275,3
ERX1103596,3
ERX506091,3
ERX1120240,3
ERX134600,3
ERX1103717,3
ERX187670,3
ERX385025,3
ERX085221,3
ERX551571,3
SRX1051321,3
ERX658697,3
ERX681071,3
ERX085358,3
ERX349766,3
ERX385141,3
ERX1626071,3
ERX276008,3
ERX094662,3
